OpeningDate,Title,Studio,OpeningGross,OpeningTheaters,TotalGross,TotalTheaters,GrossRatio,Stamina
2001-03-09,Company Man,Other,74743,104,146193,104,1.9559423624954846,Weaker
2001-03-09,Get Over It,Miramax,4134977,1742,11576464,1742,2.799644109265904,Weak
2001-03-02,Carman the Champion,Other,769080,232,1765751,232,2.295926301555105,Weaker
2001-03-02,See Spot Run,Warner Brothers,9715102,2656,33357476,2656,3.4335693027206506,Strong
2001-03-02,The Mexican,Other,20108829,2951,66845033,3162,3.324163381169535,Strong
2001-02-23,3000 Miles to Graceland,Warner Brothers,7160521,2545,15749959,2545,2.199554892723588,Weaker
2001-02-23,Monkeybone,Fox,2685078,1722,5411999,1748,2.0155835323964517,Weaker
2001-02-16,Down to Earth,Paramount,17268883,2521,64186502,2521,3.716887884410358,Strong
2001-02-16,Recess: School's Out,Buena Vista,10065873,2624,36706141,2630,3.6465928985990583,Strong
2001-02-16,Sweet November,Warner Brothers,9733954,2268,25288103,2268,2.5979271116341827,Weak
2001-02-09,Hannibal,MGM,58003121,3230,165092268,3292,2.8462652552782464,Weak
2001-02-09,Saving Silverman,Sony,7411852,2467,19402030,2467,2.61770337562056,Weak
2001-02-02,Head Over Heels,Universal,4804595,2338,10424470,2363,2.1696875595133407,Weaker
2001-02-02,Left Behind,Other,2158780,867,4224065,867,1.9566908161090986,Weaker
2001-02-02,The Invisible Circus,Other,55388,105,77578,105,1.4006282949375315,Weaker
2001-02-02,Valentine,Warner Brothers,10024648,2310,20384136,2310,2.0334016715599392,Weaker
2001-01-26,Sugar & Spice,Other,5891176,2150,13305101,2150,2.2584796312315234,Weaker
2001-01-26,The Wedding Planner,Sony,13510293,2785,60400856,2785,4.470728799145955,Strong
2001-01-19,The Pledge,Warner Brothers,5765347,1275,19733089,1410,3.4227062135201924,Strong
2001-01-12,Antitrust,MGM,5486209,2433,11328094,2433,2.064830924232015,Weaker
2001-01-12,Double Take,Buena Vista,11736236,1631,29831583,1631,2.5418356447501567,Weak
2001-01-12,Save the Last Dance,Paramount,23444930,2230,91057006,2570,3.8838676848256743,Strong
2000-12-29,Shadow of the Vampire,Other,150171,6,8293784,513,55.22893235045382,Stronger
2000-12-27,Traffic,Other,184725,4,124115725,1755,671.8945730139396,Stronger
2000-12-25,All the Pretty Horses,Miramax,1304971,1483,15540353,1593,11.908581110231568,Stronger
2000-12-22,Before Night Falls,Other,85230,8,4242892,127,49.7816731197935,Stronger
2000-12-22,Cast Away,Fox,28883406,2774,233632142,3061,8.088801646177048,Stronger
2000-12-22,Dracula 2000,Miramax,8636567,2204,33022767,2204,3.8235987748372704,Strong
2000-12-22,Finding Forrester,Sony,701207,200,51804714,2002,73.87934518622889,Stronger
2000-12-22,Malena,Miramax,62282,33,3448233,117,55.36484056388684,Stronger
2000-12-22,Miss Congeniality,Warner Brothers,10046534,2668,106807667,2668,10.631295031699489,Stronger
2000-12-22,"O Brother, Where Art Thou?",Buena Vista,195104,5,45512588,847,233.2734746596687,Stronger
2000-12-22,State and Main,Other,580163,72,6944471,462,11.969861918116116,Stronger
2000-12-22,The Family Man,Universal,10554960,2388,75793305,2441,7.180823518042702,Stronger
2000-12-22,The Gift,Other,11827,3,12008642,807,1015.3582480764353,Stronger
2000-12-22,Thirteen Days,Other,46668,8,34592089,2034,741.2378717750921,Stronger
2000-12-15,Chocolat,Miramax,157624,8,71509363,1928,453.670526062021,Stronger
2000-12-15,"Dude, Where's My Car?",Fox,13845914,2087,46729800,2100,3.3749884623001414,Strong
2000-12-15,Pollock,Other,44244,2,8598593,280,194.34483771810866,Stronger
2000-12-15,The Emperor's New Groove,Buena Vista,9812302,2801,89302687,2887,9.101094422083625,Stronger
2000-12-15,What Women Want,Paramount,33614543,3012,182811707,3092,5.4384706940683385,Strong
2000-12-08,"Crouching Tiger, Hidden Dragon",Other,663205,16,128078872,2027,193.12108925596158,Stronger
2000-12-08,Dungeons & Dragons,Other,7237422,2078,15220685,2078,2.103053407691302,Weaker
2000-12-08,Proof of Life,Warner Brothers,10207869,2705,32598931,2705,3.19350992846793,Weak
2000-12-08,Snatch,Other,27932,1,30328156,1444,1085.7853358155521,Stronger
2000-12-08,Vertical Limit,Sony,15507845,2307,69243859,2602,4.4650858323642,Strong
2000-11-24,Quills,Other,249383,9,7065332,223,28.3312495238248,Stronger
2000-11-22,102 Dalmatians,Buena Vista,19883351,2704,66957026,2704,3.3674920288838637,Strong
2000-11-22,Unbreakable,Buena Vista,30330771,2708,95011339,2708,3.132506555801038,Weak
2000-11-17,Bounce,Miramax,11423716,1918,36805288,2028,3.2218314951106977,Weak
2000-11-17,How the Grinch Stole Christmas,Universal,55082330,3127,260044825,3256,4.721020788336296,Strong
2000-11-17,Rugrats in Paris: The Movie,Paramount,22718184,2934,76507756,2937,3.367688015908314,Strong
2000-11-17,The 6th Day,Sony,13020883,2516,34604280,2516,2.6575985668560267,Weak
2000-11-10,Little Nicky,Other,16063904,2910,39464775,2910,2.456736232985456,Weaker
2000-11-10,Men of Honor,Fox,13339465,2092,48818921,2188,3.659736053882221,Strong
2000-11-10,Red Planet,Warner Brothers,8721296,2703,17480890,2703,2.0043913198221914,Weaker
2000-11-10,You Can Count on Me,Other,118170,8,9183362,150,77.71314208343911,Stronger
2000-11-03,Charlie's Angels,Sony,40128550,3037,125305545,3037,3.1226033584567596,Weak
2000-11-03,The Legend of Bagger Vance,Other,11516712,2061,30919168,2162,2.684721819908321,Weak
2000-10-31,Mercy Streets,Other,79607,173,173599,173,2.180700189681812,Weaker
2000-10-27,Book of Shadows: Blair Witch 2,Other,13223887,3317,26437094,3320,1.9991923705942134,Weaker
2000-10-27,Lucky Numbers,Paramount,4536625,2497,10042516,2528,2.2136535420053454,Weaker
2000-10-27,The Little Vampire,Other,5719627,2009,13572400,2009,2.372951942495551,Weaker
2000-10-20,Bedazzled (2000),Fox,13106526,2568,37886980,2571,2.890695825880939,Weak
2000-10-20,Pay It Forward,Warner Brothers,9631359,2130,33519628,2130,3.4802594317167492,Strong
2000-10-20,The Legend of Drunken Master,Miramax,3845278,1342,11555430,1345,3.005096120488558,Weak
2000-10-20,The Yards,Miramax,57339,8,889352,146,15.510420481696576,Stronger
2000-10-13,Billy Elliot,Other,215681,10,21995263,510,101.98053143299595,Stronger
2000-10-13,Dr. T and the Women,Other,5012867,1489,13113041,1489,2.6158765034061346,Weak
2000-10-13,Lost Souls,Other,7954766,1970,16815253,1970,2.1138589117517723,Weaker
2000-10-13,The Contender,Other,5363900,1516,17872723,1639,3.3320388150412947,Strong
2000-10-13,The Ladies Man,Paramount,5426390,2022,13616610,2043,2.5093312496890197,Weak
2000-10-06,Bamboozled,Other,190720,17,2274979,243,11.928371434563758,Stronger
2000-10-06,Digimon: The Movie,Fox,4233304,1823,9631153,1825,2.275091276223016,Weaker
2000-10-06,Get Carter,Warner Brothers,6637830,2315,14967182,2315,2.25483056962893,Weaker
2000-10-06,Meet the Parents,Universal,28623300,2614,166244045,2697,5.807997156162986,Strong
2000-09-29,Beautiful,Other,1409433,646,3157348,646,2.240154728887432,Weaker
2000-09-29,Best in Show,Warner Brothers,413436,13,18715392,497,45.267930223783125,Stronger
2000-09-29,Girlfight,Other,197896,28,1565852,253,7.912499494684076,Stronger
2000-09-29,Remember the Titans,Buena Vista,20905831,1865,115654751,2803,5.532176692713148,Strong
2000-09-22,Dancer in the Dark,Other,91612,3,4184036,126,45.67126577304283,Stronger
2000-09-22,The Exorcist Director's Cut,Warner Brothers,8175666,664,39671011,1708,4.8523277492011045,Strong
2000-09-22,Urban Legends: Final Cut,Sony,8505513,2539,21468807,2539,2.524104895260286,Weak
2000-09-22,Woman on Top,Other,2008191,1085,5020111,1086,2.4998174974392375,Weak
2000-09-15,Almost Famous,Other,2314646,131,32534850,2262,14.056080281822792,Stronger
2000-09-15,Bait,Warner Brothers,5485591,2352,15325127,2352,2.7937057283344675,Weak
2000-09-15,Duets,Buena Vista,2002588,581,4739023,583,2.3664493145869243,Weaker
2000-09-08,Nurse Betty,Other,7145950,1459,25170054,1491,3.522282411715727,Strong
2000-09-08,The Watcher,Universal,9062295,2742,28946615,2777,3.194181495967633,Weak
2000-09-08,The Way of the Gun,Other,2150979,1515,6055661,1565,2.815304565967404,Weak
2000-09-08,Turn It Up,Other,576820,661,1247949,661,2.163498145001907,Weaker
2000-09-06,Backstage,Miramax,496226,322,1191835,322,2.4017987771700797,Weaker
2000-09-01,Highlander: Endgame,Miramax,5067331,1543,12811858,1546,2.5283246742713272,Weak
2000-09-01,Whipped,Other,2181379,1581,4159986,1581,1.9070441220897423,Weaker
2000-08-25,Bring It On,Universal,17362105,2380,68379000,2466,3.938404934194327,Strong
2000-08-25,The Art of War,Warner Brothers,10410993,2630,30208599,2630,2.9016059275037454,Weak
2000-08-25,The Crew,Buena Vista,4051921,1510,13023075,1515,3.2140495829015423,Weak
2000-08-18,Godzilla 2000,Sony,4407720,2111,10037390,2111,2.2772294973364913,Weaker
2000-08-18,The Cell,Other,17515050,2411,61334059,2476,3.5017918304543807,Strong
2000-08-18,The Original Kings of Comedy,Paramount,11053832,847,38182790,1082,3.454258215612468,Strong
2000-08-11,Autumn in New York,MGM,10987006,2255,37761915,2282,3.436961352346581,Strong
2000-08-11,Bless the Child,Paramount,9413684,2524,29381494,2524,3.121147257545505,Weak
2000-08-11,MVP: Most Valuable Primate,Other,99518,32,1248746,205,12.547941075986254,Stronger
2000-08-11,The Replacements,Warner Brothers,11039214,2754,44737059,2754,4.052558361492041,Strong
2000-08-04,Coyote Ugly,Buena Vista,17319282,2653,60786269,2664,3.509745323160625,Strong
2000-08-04,Hollow Man,Sony,26414386,2956,73209340,2956,2.7715707645068863,Weak
2000-08-04,Saving Grace,Other,287452,30,12178602,875,42.36742830107288,Stronger
2000-08-04,Space Cowboys,Warner Brothers,18093776,2805,90464773,2835,4.9997730158702085,Strong
2000-08-04,The Tao of Steve,Other,91791,9,4342203,189,47.30532405137759,Stronger
2000-07-28,The Nutty Professor II: The Klumps,Universal,42518830,3242,123309890,3251,2.9001242508319254,Weak
2000-07-26,Thomas and the Magic Railroad,Other,4154932,2016,15933506,2110,3.834841581041519,Strong
2000-07-21,Loser,Sony,6008611,2016,15618626,2016,2.599373798703228,Weak
2000-07-21,Pokemon: The Movie 2000,Warner Brothers,19575608,2752,43758684,2752,2.2353678107980093,Weaker
2000-07-21,The In Crowd,Warner Brothers,1505551,1357,5280035,1357,3.507044929065837,Strong
2000-07-21,What Lies Beneath,Other,29702959,2813,155464351,2925,5.233968474319343,Strong
2000-07-14,X-Men,Fox,54471475,3025,157299717,3112,2.88774476916588,Weak
2000-07-07,But I'm a Cheerleader,Other,60410,4,2205627,115,36.51095845058765,Stronger
2000-07-07,Disney's The Kid,Buena Vista,12687726,2167,69691949,2343,5.492863654211953,Strong
2000-07-07,Scary Movie,Miramax,42346669,2912,157019771,3301,3.7079603829052057,Strong
2000-06-30,The Adventures of Rocky & Bullwinkle,Universal,6814270,2460,26005820,2482,3.8163765157529714,Strong
2000-06-30,The Perfect Storm,Warner Brothers,41325042,3407,182618434,3407,4.419074371418667,Strong
2000-06-28,The Patriot,Sony,22413710,3061,113330342,3061,5.056295544111172,Strong
2000-06-23,Chicken Run,Other,17506162,2491,106834564,2953,6.102683386569826,Strong
2000-06-23,"Me, Myself and Irene",Fox,24209385,3019,90570999,3087,3.7411524084564727,Strong
2000-06-16,Boys and Girls,Other,7008950,1983,21799652,1989,3.110259311309112,Weak
2000-06-16,Shaft,Paramount,21714757,2337,70334258,2433,3.2390073718071077,Weak
2000-06-16,Titan A.E.,Fox,9376845,2734,22753426,2775,2.426554560729115,Weaker
2000-06-09,Gone in 60 Seconds,Buena Vista,25336048,3006,101648571,3089,4.012013673166392,Strong
2000-06-02,Big Momma's House,Fox,25661041,2802,117559438,2854,4.581241969100162,Strong
2000-06-02,Running Free,Sony,55451,100,117608,100,2.1209356008007068,Weaker
2000-05-26,Passion of Mind,Other,236047,104,769272,122,3.2589780848729277,Weak
2000-05-26,Shanghai Noon,Buena Vista,15607034,2711,56937502,2751,3.64819491006427,Strong
2000-05-24,Mission: Impossible II,Paramount,57845297,3653,215409889,3669,3.72389632643774,Strong
2000-05-19,Dinosaur,Buena Vista,38854851,3257,137748063,3319,3.5451960168371253,Strong
2000-05-19,Road Trip,Other,15484004,2530,68540777,2654,4.4265538164417935,Strong
2000-05-19,Small Time Crooks,Other,3880723,865,17266359,886,4.449263449104715,Strong
2000-05-12,Battlefield Earth,Warner Brothers,11548898,3307,21471685,3307,1.8591977347102728,Weaker
2000-05-12,Center Stage,Sony,4604621,1506,17200925,1506,3.735578889120299,Strong
2000-05-12,Held Up,Other,1911007,688,4705631,688,2.4623829216742794,Weaker
2000-05-12,Screwed,Universal,3342085,1759,7027345,1761,2.1026829060302177,Weaker
2000-05-05,Gladiator,Other,34819017,2938,187705427,3188,5.390888174700624,Strong
2000-05-05,I Dreamed of Africa,Sony,2411445,2112,6651522,2112,2.758313791108651,Weak
2000-05-05,Up at the Villa,Other,339819,89,2933161,112,8.63153914289666,Stronger
2000-04-28,Frequency,Other,9025584,2621,45010278,2631,4.986965718783405,Strong
2000-04-28,The Big Kahuna,Other,80957,8,3165544,309,39.10154773521746,Stronger
2000-04-28,The Flintstones in Viva Rock Vegas,Universal,10518435,3040,35268275,3125,3.3529964296019323,Strong
2000-04-28,Time Code,Sony,93148,7,1057750,130,11.35558466096964,Stronger
2000-04-28,Where the Heart Is,Fox,8292939,2437,33772838,2439,4.072481179470873,Strong
2000-04-21,Croupier,Other,63472,19,6201143,141,97.69887509452987,Stronger
2000-04-21,Gossip,Warner Brothers,2321729,1525,5108820,1525,2.2004376910483523,Weaker
2000-04-21,Love & Basketball,Other,8139180,1237,27459615,1245,3.3737569386596684,Strong
2000-04-21,The Virgin Suicides,Other,235122,18,4906229,275,20.86673726831177,Stronger
2000-04-21,U-571,Universal,19553310,2583,77122415,2820,3.9442127701141136,Strong
2000-04-14,28 Days,Sony,10310672,2523,37170488,2523,3.6050499909220273,Strong
2000-04-14,American Psycho,Other,4961015,1236,15070285,1242,3.037742276530105,Weak
2000-04-14,East is East,Miramax,53569,4,4177818,157,77.98947152270902,Stronger
2000-04-14,Keeping the Faith,Buena Vista,8078671,2152,37047880,2171,4.585887951124635,Strong
2000-04-14,Where the Money Is,Other,2513530,1538,5661798,1538,2.252528515673177,Weaker
2000-04-07,Black and White,Sony,2212535,1284,5277299,1284,2.3851821553105377,Weaker
2000-04-07,Ready to Rumble,Warner Brothers,5257778,2585,12394327,2585,2.357331747365522,Weaker
2000-04-07,Return to Me,MGM,7820836,2007,32722798,2320,4.184053725202779,Strong
2000-04-07,Rules of Engagement,Paramount,15011181,3155,61335230,3220,4.0859696515550645,Strong
2000-03-31,High Fidelity,Buena Vista,6429107,1183,27287137,1231,4.244312157193837,Strong
2000-03-31,Price of Glory,Other,1611833,802,3440228,807,2.134357591636354,Weaker
2000-03-31,The Road to El Dorado,Other,12846652,3218,50863742,3223,3.9592994345919856,Strong
2000-03-31,The Skulls,Universal,11034885,2412,35046120,2416,3.1759388521040317,Weak
2000-03-24,Here on Earth,Fox,4510705,1712,10522168,1713,2.3327102969491467,Weaker
2000-03-24,Whatever It Takes,Sony,4104298,2272,8745680,2272,2.130858919113573,Weaker
2000-03-22,Romeo Must Die,Warner Brothers,18014503,2641,55973336,2641,3.107126297072975,Weak
2000-03-17,Erin Brockovich,Universal,28138465,2848,125595205,3070,4.463470377648532,Strong
2000-03-17,Final Destination,Other,10015822,2587,53331147,2587,5.324689975520731,Strong
2000-03-10,Mission to Mars,Buena Vista,22855247,3054,60883407,3101,2.6638700076179442,Weak
2000-03-10,The Ninth Gate,Other,6622518,1586,18661336,1694,2.8178611217062755,Weak
2000-03-03,Drowning Mona,Other,5802229,1981,15506764,1981,2.6725529102694843,Weak
2000-03-03,Ghost Dog: Way of the Samurai,Other,166344,14,3308029,109,19.88667460202953,Stronger
2000-03-03,The Next Best Thing,Paramount,5870387,2007,14990582,2035,2.5535934854039435,Weak
2000-03-03,What Planet Are You From?,Sony,3008746,2248,6291602,2248,2.0911044003049777,Weaker
2000-03-01,3 Strikes,MGM,3684704,678,9832166,678,2.668373361876558,Weak
2000-02-25,Reindeer Games,Miramax,8128356,2204,23368995,2204,2.874996493755933,Weak
2000-02-23,Wonder Boys,Paramount,5808919,1253,19393557,1509,3.3385827896722264,Strong
2000-02-18,Boiler Room,Other,5742129,1335,16970581,1335,2.9554510182547276,Weak
2000-02-18,Hanging Up,Sony,13567978,2618,36050230,2618,2.657008288191505,Weak
2000-02-18,Pitch Black,Other,11577688,1832,39240659,1930,3.3893346409058527,Strong
2000-02-18,The Whole Nine Yards,Warner Brothers,13731070,2910,57262492,2910,4.170286219500738,Strong
2000-02-11,Snow Day,Paramount,14331819,2664,60020107,2717,4.187891781217723,Strong
2000-02-11,The Beach,Fox,15277921,2547,39785027,2587,2.604086446055062,Weak
2000-02-11,The Tigger Movie,Buena Vista,9427532,2723,45554533,2818,4.832074078348395,Strong
2000-02-04,Gun Shy,Buena Vista,703109,296,1638202,296,2.3299403079750083,Weaker
2000-02-04,Knockout,Other,88000,110,169503,110,1.9261704545454545,Weaker
2000-02-04,Scream 3,Other,34713342,3467,89143175,3467,2.5679802019638442,Weak
2000-01-28,Eye of the Beholder,Other,5959447,1751,16500786,1751,2.7688451629824042,Weak
2000-01-28,Isn't She Great,Universal,1368705,750,2962465,750,2.1644291501821065,Weaker
2000-01-28,Simpatico,Other,459020,256,929606,256,2.025197159165178,Weaker
2000-01-21,Down to You,Miramax,7602507,1971,20069008,2003,2.639788164614646,Weak
2000-01-14,My Dog Skip,Warner Brothers,56943,5,34134641,2331,599.4528036808739,Stronger
2000-01-14,Supernova,MGM,5778639,2280,14230455,2280,2.462596296463579,Weaker
2000-01-12,Next Friday,Other,14465156,1103,57328603,1420,3.963220514179038,Strong
1999-12-29,The Hurricane,Universal,384640,11,50699241,2148,131.8095907861897,Stronger
1999-12-25,Angela's Ashes,Paramount,54628,6,13042112,614,238.74408728124772,Stronger
1999-12-25,Galaxy Quest,Other,7012630,2412,71583916,2450,10.207855825845654,Stronger
1999-12-25,Play It to the Bone,Buena Vista,3366,1,8434146,1588,2505.688057040998,Stronger
1999-12-25,The Talented Mr. Ripley,Paramount,12738237,2307,81298265,2369,6.382222673357388,Stronger
1999-12-22,Any Given Sunday,Warner Brothers,13584625,2505,75530832,2505,5.560023335204321,Strong
1999-12-22,Man on the Moon,Universal,7515585,2079,34607430,2079,4.604755318448264,Strong
1999-12-22,Snow Falling on Cedars,Universal,32135,3,14417593,1155,448.65700949120895,Stronger
1999-12-21,"Girl, Interrupted",Sony,95399,9,28912646,1935,303.07074497636245,Stronger
1999-12-17,Anna and the King,Fox,5223416,2132,39263420,2132,7.51680892350906,Stronger
1999-12-17,Bicentennial Man,Buena Vista,8234926,2518,58223861,2767,7.070356309212736,Stronger
1999-12-17,Magnolia,Other,193604,7,22455976,1086,115.98921509886159,Stronger
1999-12-17,Stuart Little,Sony,15018223,2878,140035367,3151,9.3243632752024,Stronger
1999-12-17,Sunshine (1999),Other,42700,4,5096267,153,119.35051522248243,Stronger
1999-12-15,Topsy-Turvy,Other,31387,2,6208548,224,197.806352948673,Stronger
1999-12-10,Cradle Will Rock,Buena Vista,93998,8,2903404,506,30.88793378582523,Stronger
1999-12-10,Deuce Bigalow: Male Gigolo,Buena Vista,12224016,2154,65538755,2162,5.36147490317421,Strong
1999-12-10,The Cider House Rules,Miramax,110098,8,57545092,1738,522.6715471670693,Stronger
1999-12-10,The Green Mile,Warner Brothers,18017152,2875,136801374,2875,7.5928411993194045,Stronger
1999-12-03,Sweet and Lowdown,Other,94686,3,4197015,239,44.32561307901907,Stronger
1999-12-03,The End of the Affair,Sony,198535,7,10827816,688,54.53857506233158,Stronger
1999-12-03,Virtual Sexuality,Sony,43865,101,74007,101,1.6871537672403967,Weaker
1999-11-26,Flawless (1999),MGM,1590155,478,4488529,483,2.822699045061645,Weak
1999-11-26,Tumbleweeds,Other,80030,31,1350248,307,16.87177308509309,Stronger
1999-11-24,End of Days,Universal,20523595,2593,66889043,2652,3.2591289683897973,Weak
1999-11-19,Liberty Heights,Warner Brothers,95247,4,3736868,115,39.23344567282959,Stronger
1999-11-19,Mansfield Park,Miramax,85608,8,4775847,152,55.78739136529296,Stronger
1999-11-19,Sleepy Hollow,Paramount,30060467,3064,101071502,3069,3.362273180918979,Strong
1999-11-19,The World Is Not Enough,MGM,35519007,3163,126943684,3163,3.573964891529766,Strong
1999-11-19,Toy Story 2,Buena Vista,300163,1,245852179,3257,819.0622395165293,Stronger
1999-11-12,Anywhere But Here,Fox,5607137,1672,18670401,1686,3.329756522802992,Strong
1999-11-12,Dogma,Other,8669945,1269,30652890,1292,3.535534539146442,Strong
1999-11-12,The Messenger: The Story of Joan of Arc,Sony,6360968,2147,14276317,2147,2.2443623360469664,Weaker
1999-11-10,Light it Up,Fox,2408613,1219,5985690,1252,2.4851190290843737,Weak
1999-11-10,Pokemon: The First Movie,Warner Brothers,31036678,3043,85744662,3043,2.762688133053415,Weak
1999-11-05,All About My Mother,Other,50362,4,8272296,145,164.25670148127557,Stronger
1999-11-05,The Bachelor,Other,7480288,2522,21760240,2524,2.909010989951189,Weak
1999-11-05,The Bone Collector,Universal,16712020,2587,66518655,2623,3.980288139913667,Strong
1999-11-05,The Insider,Buena Vista,6712361,1809,29089912,1844,4.333782405326531,Strong
1999-10-29,Being John Malkovich,Other,637721,25,22863596,630,35.852035608048034,Stronger
1999-10-29,House on Haunted Hill,Warner Brothers,15946032,2710,40846082,2710,2.5615201324066077,Weak
1999-10-29,Music of the Heart,Miramax,3653281,1349,14859394,1353,4.0674106371779235,Strong
1999-10-29,Princess Mononoke,Miramax,144446,8,2375308,129,16.444262907937915,Stronger
1999-10-29,Thicker Than Water,Other,61977,111,112891,111,1.8214982977556191,Weaker
1999-10-22,Bats,Other,4717902,2540,10155690,2540,2.1525860435422355,Weaker
1999-10-22,Beyond the Mat,Other,9532,1,2053648,298,215.44775493075954,Stronger
1999-10-22,Body Shots,Other,488342,309,752122,309,1.5401542361705527,Weaker
1999-10-22,Bringing Out the Dead,Paramount,6193052,1936,16797191,1967,2.7122638401873584,Weak
1999-10-22,Crazy in Alabama,Sony,1010596,1214,2005840,1214,1.984808964215176,Weaker
1999-10-22,The Best Man,Universal,9031660,1346,34102780,1348,3.775914948082634,Strong
1999-10-22,Three to Tango,Warner Brothers,4406135,2234,10570375,2234,2.399012967146944,Weaker
1999-10-15,Fight Club,Fox,11035485,1963,37030102,1966,3.35554821559723,Strong
1999-10-15,The Omega Code,Other,2354362,304,12614346,450,5.357861705209309,Strong
1999-10-15,The Story of Us,Universal,9673080,2164,27100031,2175,2.8015927708651227,Weak
1999-10-15,The Straight Story,Buena Vista,92312,7,6203044,186,67.19650749631684,Stronger
1999-10-08,Boys Don't Cry,Other,73720,2,11540607,365,156.54648670645688,Stronger
1999-10-08,Random Hearts,Sony,13012585,2697,31502583,2697,2.420931967015009,Weaker
1999-10-08,Superstar,Paramount,8912743,1943,30636478,2016,3.43737926696641,Strong
1999-10-08,The Limey,Other,187122,17,3204663,105,17.126062141276815,Stronger
1999-10-01,Drive Me Crazy,Fox,6846112,2222,17845337,2233,2.606638191136809,Weak
1999-10-01,"Happy, Texas",Miramax,72056,8,1955933,146,27.144623626068615,Stronger
1999-10-01,"Mystery, Alaska",Buena Vista,3102191,1673,8891623,1704,2.8662396996187534,Weak
1999-10-01,Plunkett and Macleane,Other,244765,475,474900,475,1.9402283823259043,Weaker
1999-10-01,The Adventures of Elmo in Grouchland,Sony,3255033,1210,11683047,1210,3.5892253626921753,Strong
1999-10-01,Three Kings,Warner Brothers,15847636,2942,60652036,2942,3.8271976968678483,Strong
1999-09-24,Dog Park,Other,154524,512,250147,512,1.6188229660117521,Weaker
1999-09-24,Double Jeopardy,Paramount,23162542,2547,116741558,3002,5.040101298035423,Strong
1999-09-24,Guinevere,Miramax,54145,10,619511,310,11.441702834980147,Stronger
1999-09-24,Jakob the Liar,Sony,2056647,1200,4956401,1200,2.409942493777493,Weaker
1999-09-24,Mumford,Buena Vista,1851291,1452,4555459,1452,2.460693105513936,Weaker
1999-09-24,Simon Sez,Other,185472,504,292152,504,1.5751811594202898,Weaker
1999-09-17,Blue Streak,Sony,19208806,2735,68518533,2735,3.56703758682346,Strong
1999-09-17,For Love of the Game,Universal,13041685,2829,35188640,2933,2.6981666862832525,Weak
1999-09-15,American Beauty,Other,861531,16,130096601,1990,151.0062911259142,Stronger
1999-09-10,Love Stinks,Other,1339575,1325,2924635,1325,2.1832558833958533,Weaker
1999-09-10,Stigmata,MGM,18309666,2899,50046268,2901,2.733325009860912,Weak
1999-09-10,Stir of Echoes,Other,5811664,1888,21142914,1943,3.6380138287416477,Strong
1999-09-03,Chill Factor,Warner Brothers,4529231,2558,11263966,2558,2.486948888232903,Weak
1999-09-01,Outside Providence,Miramax,2631411,1050,7302522,1052,2.7751354691456407,Weak
1999-08-27,A Dog of Flanders,Warner Brothers,807873,1267,2165637,1267,2.680665154052679,Weak
1999-08-27,Dudley Do-Right,Universal,3018345,1802,9974410,1855,3.3045957304416826,Weak
1999-08-27,In Too Deep,Miramax,4220297,667,14011454,674,3.3200161031320783,Weak
1999-08-27,The 13th Warrior,Buena Vista,10267756,2306,32698899,2313,3.184619794237417,Weak
1999-08-27,The Astronaut's Wife,Other,4027003,2209,10672566,2209,2.6502503226344754,Weak
1999-08-27,The Muse,Other,3926825,1263,11614954,1263,2.957848643624302,Weak
1999-08-20,Mickey Blue Eyes,Warner Brothers,10178289,2573,33864342,2573,3.327115392380782,Strong
1999-08-20,Teaching Mrs. Tingle,Miramax,3326870,1710,8951935,1710,2.6907979572390865,Weak
1999-08-20,The Basket,Other,61300,113,367098,113,5.988548123980424,Strong
1999-08-20,Universal Soldier: The Return,Sony,4605167,1639,10667893,1639,2.3165051343414906,Weaker
1999-08-13,Better Than Chocolate,Other,84584,15,2015406,130,23.827272297361205,Stronger
1999-08-13,Bowfinger,Universal,18062550,2706,66384775,2746,3.675271487137752,Strong
1999-08-13,Brokedown Palace,Fox,3871616,1740,10115013,1740,2.6126075003306113,Weak
1999-08-13,Detroit Rock City,Other,2005512,1802,4217115,1802,2.1027622871366516,Weaker
1999-08-06,Mystery Men,Universal,10017865,2136,29762011,2142,2.970893598586126,Weak
1999-08-06,The Sixth Sense,Buena Vista,26681262,2161,293506292,2821,11.000465120427961,Stronger
1999-08-06,The Thomas Crown Affair,MGM,14600719,2427,69305181,2427,4.746696446935251,Strong
1999-08-03,Dick,Sony,2210267,1522,6262878,1522,2.833539115410039,Weak
1999-08-03,The Iron Giant,Warner Brothers,5732614,2179,23159305,2179,4.039920531889989,Strong
1999-07-30,Deep Blue Sea,Warner Brothers,19107643,2854,73648142,2901,3.8543813069984614,Strong
1999-07-30,Runaway Bride,Paramount,35055556,3158,152257509,3240,4.343320328452357,Strong
1999-07-23,Drop Dead Gorgeous,Other,3986269,1207,10571408,1207,2.651955500243461,Weak
1999-07-23,Inspector Gadget,Buena Vista,21889138,2814,97403112,2877,4.449837723166623,Strong
1999-07-23,The Haunting,Other,33435140,2808,91411151,2881,2.733984394861215,Weak
1999-07-16,Eyes Wide Shut,Warner Brothers,21706163,2411,55691208,2483,2.565686436612496,Weak
1999-07-16,Lake Placid,Fox,10974145,2096,31770414,2102,2.895024077046549,Weak
1999-07-16,The Blair Witch Project,Other,1512054,27,140539099,2538,92.94582005669109,Stronger
1999-07-16,The Wood,Paramount,8515223,1191,25059640,1191,2.9429223403779328,Weak
