OpeningDate,Title,Studio,OpeningGross,OpeningTheaters,TotalGross,TotalTheaters,GrossRatio,Stamina
1988-12-09,Mississippi Burning,Other,225034,9,34603943,1134,153.77206555453841,Stronger
1988-12-09,My Stepmother is an Alien,Other,2066980,1106,13854000,1148,6.702532196731464,Stronger
1988-12-09,Twins,Universal,11174980,1396,111938388,1659,10.016875913871882,Stronger
1988-12-02,Tequila Sunrise,Warner Brothers,6350974,1115,41292551,1411,6.501766658153537,Stronger
1988-12-02,The Naked Gun: From the Files of Police Squad!,Paramount,9331746,1576,78756177,1969,8.439597155773422,Stronger
1988-12-02,Watchers,Universal,260820,161,940173,161,3.604681389463998,Strong
1988-11-23,Buster,Other,265038,217,540000,217,2.037443687320309,Weaker
1988-11-23,Cocoon: The Return,Fox,5568143,986,18924919,997,3.3987846576497764,Strong
1988-11-23,Scrooged,Paramount,13027842,1262,60328558,1897,4.630740685986213,Strong
1988-11-18,1969,Other,1709120,520,5979011,520,3.498297954502902,Strong
1988-11-18,Fresh Horses,Other,3074292,1272,6640346,1276,2.159959431309713,Weaker
1988-11-18,High Spirits,Other,3308250,825,8578231,826,2.59298148567974,Weak
1988-11-18,Oliver & Company,Buena Vista,4022752,952,53279055,1503,13.244429435371606,Stronger
1988-11-18,The Land Before Time,Universal,7526025,1395,48092846,1414,6.3902054537421815,Stronger
1988-11-11,A Cry in the Dark,Warner Brothers,1561793,334,6908797,334,4.423631684864768,Strong
1988-11-11,Child's Play,Other,6583963,1377,33244684,1490,5.049342470484722,Strong
1988-11-11,Ernest Saves Christmas,Buena Vista,5710734,1634,28202109,1640,4.938438561487893,Strong
1988-11-11,Iron Eagle II,Other,3530016,874,10497324,878,2.97373269696228,Weak
1988-11-11,Split Decisions,Other,423303,405,695822,405,1.6437917992549071,Weaker
1988-11-04,Everybody's All-American,Warner Brothers,3425796,1122,12638294,1123,3.689155454673892,Strong
1988-11-04,The Good Mother,Buena Vista,1804288,667,4764606,670,2.6407125691685587,Weak
1988-11-04,They Live,Universal,4827903,1463,13008928,1463,2.694529695397774,Weak
1988-11-04,U2: Rattle and Hum,Paramount,3821351,1391,8600823,1391,2.2507283418874633,Weaker
1988-10-28,Feds,Warner Brothers,1388317,850,3838793,850,2.7650695050193868,Weak
1988-10-21,BAT-21,Other,982080,248,3966256,516,4.0386282176604755,Strong
1988-10-21,Halloween 4: The Return of Michael Myers,Other,6831250,1679,17768757,1692,2.6010989204025616,Weak
1988-10-21,Mystic Pizza,Other,1163939,401,12793213,440,10.991308822885047,Stronger
1988-10-21,Tapeheads,Other,133330,138,343786,138,2.578459461486537,Weak
1988-10-21,Without a Clue,Other,1246772,280,8539181,491,6.849031739564251,Stronger
1988-10-14,Madame Sousatzka,Universal,172740,20,3548238,123,20.540916985064257,Stronger
1988-10-14,Pumpkinhead,Other,686567,351,3385516,353,4.931078831344938,Strong
1988-10-14,The Accused,Paramount,4316369,796,32078318,930,7.431783056545907,Stronger
1988-10-07,Alien Nation,Fox,8421429,1430,25216243,1436,2.994295029976504,Weak
1988-10-07,Clara's Heart,Warner Brothers,588869,74,5194491,315,8.821131694825166,Stronger
1988-10-07,Imagine: John Lennon,Warner Brothers,1412213,561,3753977,561,2.658222945122301,Weak
1988-09-30,"Elvira, Mistress of the Dark",Other,1660041,627,5596267,627,3.3711619170851805,Strong
1988-09-30,Heartbreak Hotel,Buena Vista,2063546,1338,5509417,1414,2.66987845194631,Weak
1988-09-30,Memories of Me,MGM,1388123,723,3965604,723,2.856810239438436,Weak
1988-09-30,Punchline,Other,160742,4,21042667,917,130.9095755931866,Stronger
1988-09-23,Dead Ringers,Fox,3012180,1042,8038508,1048,2.668667875093786,Weak
1988-09-23,Gorillas in the Mist,Universal,366925,15,24720479,1085,67.37202153028548,Stronger
1988-09-23,Kansas,Other,1274742,847,2432536,847,1.9082575140695137,Weaker
1988-09-23,Patty Hearst,Other,601680,460,1223326,460,2.033183752160617,Weaker
1988-09-23,Spellbinder,MGM,657446,326,657446,326,1,Weaker
1988-09-23,Sweet Hearts Dance,Other,1116902,246,3790493,246,3.3937561218441727,Strong
1988-09-16,Messenger of Death,Other,1035279,450,3074681,450,2.969905696918415,Weak
1988-09-16,Tougher Than Leather,Other,748193,130,3582760,130,4.788550547786467,Strong
1988-09-09,Moon Over Parador,Universal,3268975,1145,11444204,1145,3.5008539373962786,Strong
1988-09-09,Running on Empty,Warner Brothers,215157,22,2835116,238,13.176963798528517,Stronger
1988-09-02,Eight Men Out,Other,1129491,147,5680515,349,5.029269821539082,Strong
1988-08-26,Betrayed,Other,5534787,1036,25816139,1101,4.6643419159581025,Strong
1988-08-26,Crossing Delancey,Warner Brothers,46711,1,16262415,303,348.14957932820965,Stronger
1988-08-26,Hero and the Terror,Other,1840487,995,5301200,995,2.8803246097364448,Weak
1988-08-26,Hot to Trot,Warner Brothers,2206218,1156,6436211,1157,2.9173050895242447,Weak
1988-08-26,Stealing Home,Warner Brothers,2346864,984,7467504,985,3.1819074305115254,Weak
1988-08-19,A Nightmare on Elm Street 4: The Dream Master,Other,12833403,1765,49369899,1767,3.846984233254422,Strong
1988-08-19,Married to the Mob,Other,3231056,824,21486757,828,6.650072607840904,Stronger
1988-08-19,The Big Blue,Other,1617462,967,3500000,967,2.1638839119558915,Weaker
1988-08-12,Clean and Sober,Warner Brothers,2205628,673,8674093,675,3.932708960894584,Strong
1988-08-12,Mac and Me,Other,2061464,1314,6424112,1317,3.1162862897436,Weak
1988-08-12,The Last Temptation of Christ,Universal,401211,9,8373585,123,20.870776224978876,Stronger
1988-08-12,Tucker: The Man and His Dream,Paramount,3709562,720,19652638,720,5.297832466474478,Strong
1988-08-12,Young Guns,Fox,7011393,1387,45661556,1416,6.5124799023532125,Stronger
1988-08-05,The Blob,Other,2644920,1081,8247943,1081,3.1184092524537603,Weak
1988-08-05,The Rescue,Buena Vista,2194037,1275,5855392,1275,2.668775412629778,Weak
1988-08-05,Vibes,Other,916482,1003,1883811,1003,2.0554806313708287,Weaker
1988-07-29,Cocktail,Buena Vista,11789466,1404,78222753,1462,6.634969980828648,Stronger
1988-07-29,Monkey Shines,Other,1902024,1181,5344577,1181,2.8099419355381423,Weak
1988-07-29,New Adventures of Pippi Longstocking,Other,933462,844,3569939,844,3.824407420976965,Strong
1988-07-22,Big Top Pee-Wee,Paramount,4625004,1256,15122324,1256,3.2696888478366724,Weak
1988-07-22,Caddyshack II,Warner Brothers,4436330,1556,11798302,1556,2.6594734837128886,Weak
1988-07-22,Midnight Run,Universal,5506290,1158,38413606,1161,6.976313634043975,Stronger
1988-07-15,A Fish Called Wanda,MGM,115418,3,62493712,1223,541.45550953924,Stronger
1988-07-15,Bambi (Re-issue) (1988),Buena Vista,7216741,1483,39047150,1489,5.410634800389816,Strong
1988-07-15,Die Hard,Fox,601851,21,83008852,1713,137.92259545967357,Stronger
1988-07-15,The Dead Pool,Warner Brothers,9071330,1831,37903295,1831,4.178361386919008,Strong
1988-07-08,Arthur 2: On the Rocks,Warner Brothers,5150962,1426,14681192,1426,2.8501844898098647,Weak
1988-07-08,License to Drive,Fox,3850934,1223,22433275,1225,5.825411445638903,Strong
1988-07-08,Phantasm II,Universal,3012285,1227,7282851,1227,2.417716451132612,Weaker
1988-07-08,Short Circuit 2,Other,3843067,1346,21630088,1348,5.62834007317593,Strong
1988-06-29,Coming to America,Paramount,21404420,2064,128152301,2064,5.9871886741149725,Strong
1988-06-24,Who Framed Roger Rabbit,Buena Vista,11226239,1045,156452370,1598,13.936312063194094,Stronger
1988-06-17,Bull Durham,Other,5009301,1238,50888729,1297,10.158848310373044,Stronger
1988-06-17,Red Heat,Other,8133822,1885,34994648,1892,4.302362161355387,Strong
1988-06-17,The Great Outdoors,Universal,6121115,1223,41455230,1430,6.772496514115484,Stronger
1988-06-10,Big Business,Buena Vista,6112577,1167,40150487,1232,6.5685040859198995,Stronger
1988-06-10,Poltergeist III,MGM,4344308,1471,14114488,1471,3.248961169419848,Weak
1988-06-10,The Presidio,Paramount,5119031,1152,20324096,1168,3.9703014105599284,Strong
1988-06-03,Big,Fox,8216190,1132,114968774,1419,13.99295464199343,Stronger
1988-06-03,Funny Farm,Warner Brothers,5655439,1557,25537221,1557,4.515515241168723,Strong
1988-05-25,Crocodile Dundee II,Paramount,24462976,2837,109306210,2837,4.468230275825803,Strong
1988-05-25,Rambo III,Other,13034238,2562,53715611,2562,4.121116324559978,Strong
1988-05-20,Willow,MGM,8300169,1024,57269863,1209,6.899843003196682,Stronger
1988-05-13,Bulletproof (1988),Universal,421302,268,807947,268,1.9177383444654903,Weaker
1988-05-13,Friday the 13th Part VII,Paramount,8245038,1796,19170001,1796,2.3250348876500024,Weaker
1988-05-06,Dead Heat,Other,1667036,1012,3588626,1012,2.152698561998661,Weaker
1988-05-06,My Best Friend Is a Vampire,Other,174380,170,174380,170,1,Weaker
1988-05-06,Salsa - The Motion Picture,Other,2627533,1125,8892589,1125,3.38438717991363,Strong
1988-05-06,Shakedown,Universal,3017800,1580,10068039,1580,3.336218105904964,Strong
1988-04-29,Critters 2: The Main Course,Other,1898751,1114,3813293,1114,2.0083165196489694,Weaker
1988-04-29,Sunset,Other,2031678,1023,4594452,1024,2.261407565568953,Weaker
1988-04-29,Two Moon Junction,Other,558908,458,1547397,458,2.768607713612974,Weak
1988-04-22,A Time of Destiny,Other,509397,216,1212487,220,2.38023977369321,Weaker
1988-04-22,Casual Sex?,Universal,3840032,1264,12277096,1265,3.1971337738852177,Weak
1988-04-22,Lady in White,Other,282652,90,1705139,107,6.0326443824915446,Strong
1988-04-22,The Unholy,Other,2353452,1189,6337299,1189,2.6927674751811383,Weak
1988-04-15,Appointment with Death,Other,603650,465,960040,465,1.590391783318148,Weaker
1988-04-15,Colors,Other,4747118,422,46616067,1388,9.819866917148468,Stronger
1988-04-15,Plain Clothes,Paramount,222681,193,289323,193,1.2992711547011195,Weaker
1988-04-15,Return to Snowy River,Buena Vista,3023248,1121,13687027,1121,4.527259093531195,Strong
1988-04-08,18 Again,Other,1475645,1152,2567099,1152,1.739645375412108,Weaker
1988-04-08,Above the Law,Warner Brothers,2037938,350,18869631,868,9.259178149678744,Stronger
1988-04-08,Bad Dreams,Fox,4008870,1180,9797098,1185,2.44385525098095,Weaker
1988-04-01,"Bright Lights, Big City",Other,5126791,1196,16118077,1199,3.143891958927134,Weak
1988-04-01,The Seventh Sign,Other,3768707,1256,18875011,1258,5.008351936088425,Strong
1988-03-30,Beetlejuice,Warner Brothers,8030897,1000,73707461,1582,9.177986095451105,Stronger
1988-03-25,A New Life,Paramount,2505092,796,7721852,796,3.082462440501187,Weak
1988-03-25,Biloxi Blues,Universal,7093325,1239,43184798,1330,6.088089577172905,Strong
1988-03-25,Johnny Be Good,Other,5249388,1168,17550399,1194,3.343322878781298,Strong
1988-03-25,The Fox and the Hound (re-issue),Buena Vista,4819215,1567,23556988,1567,4.888138005878551,Strong
1988-03-18,D.O.A.,Buena Vista,3751432,875,12706478,908,3.3871007124745964,Strong
1988-03-18,Little Nikita,Other,866398,376,1733070,376,2.000316251884238,Weaker
1988-03-18,Police Academy 5: Assignment: Miami Beach,Warner Brothers,6106661,1700,19510371,1700,3.194932713638435,Weak
1988-03-18,The Milagro Beanfield War,Universal,47271,3,13825794,437,292.47940597829535,Stronger
1988-03-11,Masquerade,MGM,3500259,1030,15855828,1031,4.529901358728026,Strong
1988-03-11,Off Limits,Fox,2796111,1366,7242035,1371,2.5900384498326425,Weak
1988-03-11,Stand and Deliver,Warner Brothers,411884,30,13994920,472,33.97781899758184,Stronger
1988-03-11,Vice Versa,Other,4050779,1225,13664060,1225,3.3731931561805766,Strong
1988-03-04,And God Created Woman,Other,393647,385,717376,385,1.8223840141040069,Weaker
1988-03-04,Moving,Warner Brothers,4022782,1404,10815378,1404,2.6885319661865843,Weak
1988-03-04,Switching Channels,Other,3121752,971,9129999,971,2.924639433241334,Weak
1988-02-26,Bloodsport,Other,515721,123,11806119,124,22.892453477752504,Stronger
1988-02-26,Frantic,Warner Brothers,4359424,1101,17637950,1101,4.045935885107757,Strong
1988-02-26,Hairspray (1988),Other,577287,79,6671108,227,11.555964364345638,Stronger
1988-02-26,Night in the Life of Jimmy Reardon,Fox,2737106,881,6264058,882,2.2885697521396686,Weaker
1988-02-26,Taffin,MGM,107303,204,159969,204,1.4908157274260738,Weaker
1988-02-12,Action Jackson,Other,5424783,1249,20256975,1249,3.734153974453909,Strong
1988-02-12,Satisfaction,Fox,2779275,1015,8253123,1018,2.969523706722077,Weak
1988-02-12,School Daze,Other,1802656,220,14545844,224,8.069118012532618,Stronger
1988-02-12,Shoot to Kill,Buena Vista,5781628,1503,29300090,1519,5.067792324238087,Strong
1988-02-05,She's Having a Baby,Paramount,3827520,925,16031707,1133,4.188536441351058,Strong
1988-02-05,The Serpent and the Rainbow,Universal,5848700,1430,19595031,1431,3.350322464821242,Strong
1988-02-05,The Unbearable Lightness of Being,Other,202189,13,10006806,140,49.492336378339076,Stronger
1988-01-22,Braddock: Missing in Action III,Other,2208116,1040,6193901,1040,2.805061418874733,Weak
1988-01-15,For Keeps,Other,4839790,922,17514553,959,3.6188663144475277,Strong
1988-01-15,Rent-A-Cop,Other,295000,193,295000,193,1,Weaker
1988-01-15,Return of the Living Dead 2,Other,3647254,1467,9205924,1467,2.5240698892920537,Weak
1988-01-15,The Couch Trip,Other,3351891,1332,11005304,1332,3.283312017007713,Weak
1987-12-25,"Good Morning, Vietnam",Buena Vista,194308,4,123922370,1598,637.7625728225291,Stronger
1987-12-18,* batteries not included,Universal,3326530,1328,32945797,1367,9.903953068212221,Stronger
1987-12-18,Broadcast News,Fox,197542,7,51249404,848,259.43548207469803,Stronger
1987-12-18,Eddie Murphy Raw,Paramount,9077324,1391,50504655,1494,5.5638264096335,Strong
1987-12-18,Ironweed,Other,36973,2,7393346,600,199.9660833581262,Stronger
1987-12-18,Leonard Part 6,Other,1316337,1142,4615255,1149,3.506134827175716,Strong
1987-12-18,Moonstruck,MGM,127599,7,80640528,1178,631.9840124138904,Stronger
1987-12-18,Overboard,MGM,1880006,1126,26713187,1135,14.209096673095724,Stronger
1987-12-11,Cold Steel,Other,137186,135,285885,135,2.0839225576953915,Weaker
1987-12-11,Empire of the Sun,Warner Brothers,1314509,225,22238696,673,16.917872757052255,Stronger
1987-12-11,Throw Momma From the Train,Other,7318878,1477,57915972,1623,7.913230962450802,Stronger
1987-12-11,Wall Street,Fox,4104611,730,43848069,989,10.682636917359526,Stronger
1987-11-25,"Planes, Trains and Automobiles",Paramount,7009482,1118,49530280,1684,7.066182636605673,Stronger
1987-11-25,Three Men and a Baby,Buena Vista,10384392,1006,167780960,1813,16.157032592760366,Stronger
1987-11-20,Cinderella (1987 re-issue),Buena Vista,5165881,1646,34101149,1657,6.601226199364639,Stronger
1987-11-20,Date with an Angel,Other,816062,843,1988962,843,2.4372682467753677,Weaker
1987-11-20,Flowers in the Attic,Other,5020317,1051,15151736,1095,3.01808351942716,Weak
1987-11-20,Nuts,Warner Brothers,4606083,536,30950002,1112,6.719375660403862,Stronger
1987-11-20,Sign O' the Times,Other,950116,234,3000073,234,3.1575860210753213,Weak
1987-11-20,Teen Wolf Too,Other,2709160,1540,7888703,1540,2.911863086713225,Weak
1987-11-20,The Last Emperor,Other,149460,5,43984230,877,294.28763548775595,Stronger
1987-11-13,Cross My Heart,Universal,455100,205,1025762,205,2.2539266095363657,Weaker
1987-11-13,The Running Man,Other,8117465,1692,38122105,1694,4.696306667167644,Strong
1987-11-06,Cry Freedom,Universal,318723,27,5899797,479,18.51073502696699,Stronger
1987-11-06,Death Wish 4: The Crackdown,Other,2466557,1030,6880310,1030,2.7894388818097453,Weak
1987-11-06,Hello Again,Buena Vista,5712892,1201,20419446,1207,3.5742748156275317,Strong
1987-11-06,Hiding Out,Other,2062120,988,7019441,988,3.4039924931623764,Strong
1987-11-06,Less Than Zero,Fox,3008987,871,12396383,871,4.1197861605915875,Strong
1987-11-06,Made in Heaven,Other,1678154,898,4572845,898,2.7249257219540044,Weak
1987-11-06,Russkies,Other,1030101,604,2189047,604,2.125079967886644,Weaker
1987-11-06,Steel Dawn,Other,311892,290,562187,290,1.8025053544175549,Weaker
1987-10-30,Fatal Beauty,MGM,2693714,1117,12046526,1117,4.472087979644461,Strong
1987-10-30,The Hidden,Other,2492618,1045,9747988,1045,3.9107428414622696,Strong
1987-10-23,No Man's Land (1987),Other,1088273,510,2877571,510,2.644162815764059,Weak
1987-10-23,Prince of Darkness,Universal,4657401,1239,14182492,1239,3.045151577027617,Weak
1987-10-23,Suspect,Other,4152015,1029,18782400,1029,4.523683079179627,Strong
1987-10-23,The Sicilian,Fox,1720351,370,5406879,370,3.1428929328956707,Weak
1987-10-16,Hello Mary Lou: Prom Night II,Other,911351,343,2683519,343,2.9445504531185023,Weak
1987-10-16,Hope and Glory,Other,25497,2,10021120,328,393.0313370200416,Stronger
1987-10-09,Baby Boom,Other,1357413,195,26712476,892,19.678959903875977,Stronger
1987-10-09,Man on Fire (1987),Other,258812,178,519596,178,2.007619430320078,Weaker
1987-10-09,Someone to Watch Over Me,Other,2908796,892,10278549,894,3.5336094384068186,Strong
1987-10-09,Surrender,Warner Brothers,2256557,1067,5711976,1067,2.53127928964347,Weak
1987-10-09,Three O' Clock High,Universal,1506975,849,3685862,849,2.445868046915178,Weaker
1987-10-02,Big Shots,Fox,1417738,932,3390043,932,2.3911632473701063,Weaker
1987-10-02,"Like Father, Like Son",Other,7189452,1167,34377585,1277,4.781669729487032,Strong
1987-10-02,Near Dark,Other,635789,262,3369307,429,5.299410653534427,Strong
1987-09-25,Best Seller,Other,905399,253,4278150,253,4.725154324226114,Strong
1987-09-25,China Girl,Other,531362,193,1262091,193,2.3751999578441816,Weaker
1987-09-25,Real Men,Other,241258,150,873903,150,3.6222757380066155,Strong
1987-09-25,The Big Town,Other,776675,762,1733017,762,2.2313284192229697,Weaker
1987-09-25,The Princess Bride,Fox,206243,9,30857814,803,149.6187216050969,Stronger
1987-09-18,Fatal Attraction,Paramount,7602740,758,156645693,1401,20.60384716562713,Stronger
1987-09-18,Hellraiser,Other,4453232,1097,14564027,1104,3.270439761503555,Weak
1987-09-18,The Pick-Up Artist,Fox,4455516,1129,13290368,1132,2.9829020925971315,Weak
1987-09-18,The Principal,Other,4297710,1196,19734940,1196,4.591966419325641,Strong
1987-09-16,In the Mood,Other,45118,5,999382,361,22.150405603085243,Stronger
1987-09-11,A Prayer for the Dying,Other,881793,407,1432687,407,1.6247429952381114,Weaker
1987-09-11,The Curse,Other,1169922,326,1930001,326,1.6496834831723823,Weaker
1987-09-04,The Offspring,Other,154991,55,1355728,137,8.747140156525218,Stronger
1987-08-28,Hamburger Hill,Paramount,3360705,814,13839404,814,4.118006192153135,Strong
1987-08-28,House II,Other,2573934,1069,7800000,1069,3.030380732373091,Weak
1987-08-28,The Fourth Protocol,Other,3636831,1061,12423831,1061,3.416114468887886,Strong
